,Concept_ID,en,ja
,,investments,"投資"
,,investments,"出資"
,,investments,"な"
,,investments,"巨額"
,,investments,"権益"
,,has,"の"
,,has,"を"
,,has,"投資"
,,has,"た"
,,has,"し"
,,has,"行い"
,,has,"持つ"
,,has,"が"
,,has,"おり"
,,has,"いる"
,,has,"は"
,,has,"行っ"
,,has,"て"
,,has,"行う"
,,has,"有する"
,,has,"き"
,,humanity,"人類"
,,humanity,"裁判所"
,,humanity,"人道"
,,humanity,"性"
,,humanity,"侵害"
,,humanity,"に"
,,humanity,"人間"
,,humanity,"人権"
,,against,"た"
,,against,"反する"
,,against,"反し"
,,against,"に対して"
,,against,"に"
,,against,"する"
,,against,"に対し"
,,against,"へ"
,,against,"相対"
,,against,"こと"
,,against,"の"
,,against,"反対"
,,against,"に対する"
,,against,"迫害"
,,against,"に関する"
,,against,"対決"
,,against,"と"
,,against,"対抗"
,,against,"反"
,,against,"対し"
,,against,"として"
,,against,"反抗"
,,against,"で"
,,crimes,"容疑"
,,crimes,"事件"
,,crimes,"人道"
,,crimes,"罪"
,,crimes,"刑"
,,crimes,"犯罪"
,,crimes,"に"
,,charged,"を"
,,charged,"さ"
,,charged,"た"
,,charged,"訴追"
,,charged,"拘束"
,,charged,"な"
,,charged,"過去"
,,charged,"られ"
,,charged,"訴訟"
,,charged,"に"
,,charged,"問わ"
,,charged,"受け"
,,charged,"訴え"
,,charged,"告発"
,,charged,"とわ"
,,charged,"裁か"
,,charged,"し"
,,charged,"充電"
,,charged,"罪"
,,charged,"いる"
,,charged,"れ"
,,charged,"よう"
,,charged,"告訴"
,,charged,"て"
,,charged,"起訴"
,,charged,"課せ"
,,includes,"を"
,,includes,"た"
,,includes,"も"
,,includes,"あっ"
,,includes,"ケース"
,,includes,"い"
,,includes,"な"
,,includes,"ある"
,,includes,"含む"
,,includes,"ます"
,,includes,"送り込ん"
,,includes,"こと"
,,includes,"擁する"
,,includes,"など"
,,includes,"主"
,,includes,"が"
,,includes,"おり"
,,includes,"大臣"
,,includes,"一環"
,,includes,"いる"
,,includes,"例"
,,includes,"れ"
,,includes,"は"
,,includes,"として"
,,includes,"て"
,,includes,"含ま"
,,includes,"で"
,,links,"リンク"
,,links,"を"
,,links,"関わり"
,,links,"つながり"
,,links,"な"
,,links,"関係"
,,links,"繋がっ"
,,links,"密接"
,,links,"繋がり"
,,maintains,"を"
,,maintains,"さ"
,,maintains,"せる"
,,maintains,"保持"
,,maintains,"な"
,,maintains,"強固"
,,maintains,"ある"
,,maintains,"に"
,,maintains,"メンテ"
,,maintains,"する"
,,maintains,"関係"
,,maintains,"まま"
,,maintains,"き"
,,maintains,"の"
,,maintains,"訴え"
,,maintains,"籠っ"
,,maintains,"し"
,,maintains,"継続"
,,maintains,"おり"
,,maintains,"維持"
,,maintains,"いる"
,,maintains,"構え"
,,maintains,"は"
,,maintains,"続け"
,,maintains,"存続"
,,maintains,"姿勢"
,,maintains,"見方"
,,maintains,"意向"
,,maintains,"だ"
,,maintains,"意思"
,,maintains,"た"
,,maintains,"取っ"
,,maintains,"示し"
,,maintains,"い"
,,maintains,"べき"
,,maintains,"考え"
,,maintains,"ます"
,,maintains,"必要"
,,maintains,"立場"
,,maintains,"保っ"
,,maintains,"持っ"
,,maintains,"です"
,,maintains,"強調"
,,maintains,"が"
,,maintains,"述べ"
,,maintains,"主張"
,,maintains,"て"
,,maintains,"で"
,,spielberg,"監督"
,,spielberg,"が"
,,spielberg,"スピルバ"
,,spielberg,"一"
,,spielberg,"スピルバーグ"
,,spielberg,"氏"
,,spielberg,"ます"
,,spielberg,"は"
,,spielberg,"グ"
,,khartoum,"カートウム"
,,khartoum,"カートム"
,,khartoum,"ハルトゥーム"
,,khartoum,"スーダン"
,,khartoum,"政府"
,,khartoum,"カータム"
,,khartoum,"ム"
,,khartoum,"に"
,,khartoum,"ハルツ"
,,khartoum,"カルツハーム"
,,khartoum,"ハルツーム"
,,khartoum,"の"
,,khartoum,"カルトム"
,,khartoum,"が"
,,khartoum,"一"
,,khartoum,"氏"
,,khartoum,"は"
,,khartoum,"自身"
,,khartoum,"カルト"
,,khartoum,"で"
,,atrocities,"行い"
,,atrocities,"行為"
,,atrocities,"大量"
,,atrocities,"暴力"
,,atrocities,"な"
,,atrocities,"殺戮"
,,atrocities,"いる"
,,atrocities,"残虐"
,,atrocities,"て"
,,atrocities,"虐殺"
,,end,"終結"
,,end,"を"
,,end,"さ"
,,end,"せる"
,,end,"末"
,,end,"終わり"
,,end,"終わら"
,,end,"打つ"
,,end,"終止符"
,,end,"に"
,,end,"させ"
,,end,"ない"
,,end,"終了"
,,end,"端"
,,end,"苦しみ"
,,end,"その"
,,end,"紛争"
,,end,"せ"
,,end,"集結"
,,end,"果て"
,,end,"解決"
,,end,"止める"
,,end,"続け"
,,end,"終焉"
,,end,"最後"
,,more,"増やし"
,,more,"増やす"
,,more,"により"
,,more,"を"
,,more,"より"
,,more,"せる"
,,more,"もっと"
,,more,"続き"
,,more,"増える"
,,more,"増大"
,,more,"更"
,,more,"もう"
,,more,"ますます"
,,more,"増し"
,,more,"再び"
,,more,"こと"
,,more,"の"
,,more,"さらに"
,,more,"増"
,,more,"多い"
,,more,"さらなる"
,,more,"多く"
,,more,"更に"
,,more,"上回る"
,,more,"上回っ"
,,more,"増え"
,,more,"なか"
,,more,"以上"
,,their,"の"
,,their,"彼"
,,their,"その"
,,their,"彼ら"
,,their,"を"
,,their,"独"
,,their,"困難"
,,their,"自ら"
,,their,"な"
,,their,"他"
,,their,"よう"
,,their,"自身"
,,their,"この"
,,very,"もっとも"
,,very,"大変"
,,very,"ごく"
,,very,"ありがたく"
,,very,"超"
,,very,"きわめて"
,,very,"かなり"
,,very,"あまり"
,,very,"に"
,,very,"て"
,,very,"非常"
,,very,"とても"
,,very,"極めて"
,,very,"一概"
,,agricultural,"による"
,,agricultural,"を"
,,agricultural,"た"
,,agricultural,"もとづく"
,,agricultural,"冷凍"
,,agricultural,"に"
,,agricultural,"的"
,,agricultural,"一方"
,,agricultural,"に対し"
,,agricultural,"基づい"
,,agricultural,"しかし"
,,agricultural,"それ"
,,agricultural,"agricultural"
,,agricultural,"の"
,,agricultural,"し"
,,agricultural,"と"
,,agricultural,"農耕"
,,agricultural,"中心"
,,agricultural,"農業"
,,agricultural,"で"
,,though,"もっとも"
,,though,"だ"
,,though,"し"
,,though,"も"
,,though,"が"
,,though,"ただし"
,,though,"ためる"
,,though,"だが"
,,though,"に"
,,though,"て"
,,though,"けど"
,,have,"なけれ"
,,have,"飲ま"
,,have,"を"
,,have,"あり"
,,have,"もつ"
,,have,"ある"
,,have,"まし"
,,have,"に"
,,have,"登場"
,,have,"迫ら"
,,have,"発揮"
,,have,"すでに"
,,have,"なる"
,,have,"つか"
,,have,"持つ"
,,have,"と"
,,have,"生む"
,,have,"喚起"
,,have,"いる"
,,have,"は"
,,have,"まで"
,,have,"両立"
,,have,"有する"
,,have,"抱える"
,,have,"捉え"
,,have,"いけ"
,,have,"抱え"
,,have,"必要"
,,have,"於け"
,,have,"保っ"
,,have,"持っ"
,,have,"生じ"
,,have,"過ごす"
,,have,"得"
,,have,"これ"
,,have,"背負っ"
,,have,"成立"
,,have,"生まれる"
,,have,"及ぼす"
,,have,"が"
,,have,"必至"
,,have,"持ち"
,,have,"孕ん"
,,have,"発生"
,,have,"て"
,,have,"持た"
,,have,"なり"
,,have,"で"
,,be,"を"
,,be,"さ"
,,be,"接する"
,,be,"至ら"
,,be,"おか"
,,be,"陥っ"
,,be,"役立つ"
,,be,"ある"
,,be,"れる"
,,be,"に"
,,be,"られる"
,,be,"なる"
,,be,"立つ"
,,be,"がら"
,,be,"治る"
,,be,"及び"
,,be,"と"
,,be,"受ける"
,,be,"れ"
,,be,"は"
,,be,"損ねる"
,,be,"滞在"
,,be,"つく"
,,be,"下る"
,,be,"い"
,,be,"られ"
,,be,"暮らす"
,,be,"いけ"
,,be,"なっ"
,,be,"しまう"
,,be,"課し"
,,be,"とどめる"
,,be,"とわ"
,,be,"貫く"
,,be,"かかる"
,,be,"が"
,,be,"しれ"
,,be,"なり"
,,be,"で"
,,store,"蓄積"
,,store,"を"
,,store,"さ"
,,store,"貯蓄"
,,store,"ためる"
,,store,"蓄える"
,,store,"れる"
,,store,"保存"
,,store,"貯蔵"
,,store,"する"
,,store,"店"
,,store,"ため込む"
,,store,"保管"
,,store,"事"
,,store,"おく"
,,store,"し"
,,store,"屋"
,,store,"が"
,,store,"コンビニ"
,,store,"蓄え"
,,store,"は"
,,store,"て"
,,store,"貯め"
,,store,"備蓄"
,,rarely,"あり"
,,rarely,"ませ"
,,rarely,"まれ"
,,rarely,"ある"
,,rarely,"稀"
,,rarely,"滅多"
,,rarely,"ない"
,,rarely,"ん"
,,rarely,"で"
,,killer,"を"
,,killer,"た"
,,killer,"犯"
,,killer,"患者"
,,killer,"鬼"
,,killer,"刑"
,,killer,"に"
,,killer,"殺人"
,,killer,"殺害"
,,killer,"人殺し"
,,killer,"キラー"
,,killer,"の"
,,killer,"犯し"
,,killer,"し"
,,killer,"罪"
,,killer,"が"
,,killer,"犯人"
,,killer,"れ"
,,killer,"問わ"
,,killer,"で"
,,nurse,"を"
,,nurse,"た"
,,nurse,"い"
,,nurse,"ある"
,,nurse,"に"
,,nurse,"婦"
,,nurse,"の"
,,nurse,"看護"
,,nurse,"し"
,,nurse,"師"
,,nurse,"が"
,,nurse,"士"
,,nurse,"は"
,,nurse,"て"
,,nurse,"務める"
,,nurse,"で"
,,four,"four"
,,four,"フォー"
,,four,"名"
,,four,"を"
,,four,"つ"
,,four,"回"
,,four,"て"
,,four,"に"
,,four,"人"
,,four,"年"
,,four,"四"
,,four,"の"
,,four,"事案"
,,four,"つまり"
,,four,"四つ"
,,four,"全部"
,,four,"が"
,,four,"回分"
,,four,"件"
,,four,"は"
,,four,"合わせ"
,,four,"計"
,,four,"合計"
,,four,"で"
,,receives,"宣告"
,,receives,"を"
,,receives,"さ"
,,receives,"た"
,,receives,"受信"
,,receives,"れる"
,,receives,"られ"
,,receives,"に"
,,receives,"まし"
,,receives,"ます"
,,receives,"受け"
,,receives,"判決"
,,receives,"来"
,,receives,"言い渡さ"
,,receives,"受刑"
,,receives,"が"
,,receives,"受ける"
,,receives,"命じ"
,,hospital,"の"
,,hospital,"入院"
,,hospital,"た"
,,hospital,"し"
,,hospital,"同じ"
,,hospital,"病院"
,,hospital,"勤務"
,,hospital,"い"
,,hospital,"退院"
,,hospital,"に"
,,hospital,"院内"
,,hospital,"働く"
,,hospital,"する"
,,hospital,"て"
,,hospital,"ほか"
,,hospital,"同"
,,hospital,"で"
,,today,"本日"
,,today,"今"
,,today,"下る"
,,today,"今日"
,,glasgow,"の"
,,glasgow,"グレゴリー"
,,glasgow,"は"
,,glasgow,"グラスゴー"
,,glasgow,"グラスゴ"
,,glasgow,"ガルスゴー"
,,norris,"彼"
,,norris,"者"
,,norris,"norris"
,,norris,"被告"
,,norris,"当時"
,,norris,"また"
,,norris,"同氏"
,,norris,"ノ"
,,norris,"ラス"
,,norris,"の"
,,norris,"ノー"
,,norris,"容疑"
,,norris,"が"
,,norris,"リス"
,,norris,"と"
,,norris,"コリンノリス"
,,norris,"ノース"
,,norris,"氏"
,,norris,"ノリス"
,,norris,"は"
,,norris,"プレス"
,,norris,"男"
,,women,"の"
,,women,"たち"
,,women,"患者"
,,women,"女性"
,,women,"高齢"
,,women,"に"
,,women,"は"
,,women,"人"
,,women,"女"
,,killed,"死亡"
,,killed,"を"
,,killed,"た"
,,killed,"至ら"
,,killed,"患者"
,,killed,"さ"
,,killed,"殺す"
,,killed,"まし"
,,killed,"に"
,,killed,"殺害"
,,killed,"奪っ"
,,killed,"命"
,,killed,"の"
,,killed,"し"
,,killed,"死"
,,killed,"せ"
,,killed,"殺戮"
,,killed,"しめ"
,,killed,"死に"
,,killed,"て"
,,killed,"殺し"
,,killed,"殺さ"
,,trial,"の"
,,trial,"試験"
,,trial,"訴追"
,,trial,"裁判"
,,trial,"が"
,,trial,"公判"
,,trial,"審議"
,,trial,"長い"
,,trial,"渡る"
,,following,"を"
,,following,"経"
,,following,"末"
,,following,"つけ"
,,following,"裁判"
,,following,"後"
,,following,"に"
,,following,"終了"
,,following,"結果"
,,following,"受け"
,,following,"先立ち"
,,following,"の"
,,following,"し"
,,following,"のち"
,,following,"尾行"
,,following,"追っ"
,,following,"で"
,,following,"て"
,,following,"中"
,,following,"下"
,,he,"彼"
,,he,"者"
,,he,"た"
,,he,"被告"
,,he,"に対して"
,,he,"に"
,,he,"に対し"
,,he,"この"
,,he,"ノ"
,,he,"ラス"
,,he,"の"
,,he,"ノー"
,,he,"容疑"
,,he,"かも"
,,he,"有する"
,,he,"リス"
,,he,"ノリス"
,,he,"は"
,,he,"ため"
,,he,"男"
,,yesterday,"昨夜"
,,yesterday,"きのう"
,,yesterday,"昨日"
,,murder,"の"
,,murder,"容疑"
,,murder,"事件"
,,murder,"犯行"
,,murder,"た"
,,murder,"し"
,,murder,"凶行"
,,murder,"罪"
,,murder,"が"
,,murder,"裁判"
,,murder,"殺人"
,,murder,"殺害"
,,murder,"殺し"
,,guilty,"有罪"
,,guilty,"を"
,,guilty,"無罪"
,,guilty,"罪"
,,guilty,"刑"
,,guilty,"が"
,,guilty,"は"
,,guilty,"において"
,,guilty,"判決"
,,guilty,"で"
,,serve,"を"
,,serve,"さ"
,,serve,"服す"
,,serve,"刑"
,,serve,"投獄"
,,serve,"れる"
,,serve,"拘留"
,,serve,"に"
,,serve,"生活"
,,serve,"する"
,,serve,"過ごす"
,,serve,"使え"
,,serve,"の"
,,serve,"仕える"
,,serve,"受刑"
,,serve,"期間"
,,serve,"刑務所"
,,serve,"役立ち"
,,serve,"いる"
,,serve,"仕え"
,,serve,"奉仕"
,,serve,"服役"
,,serve,"牢獄"
,,serve,"は"
,,serve,"中"
,,serve,"服する"
,,serve,"務める"
,,serve,"で"
,,said,"言い"
,,said,"いう"
,,said,"いっ"
,,said,"答えよ"
,,said,"まし"
,,said,"ある"
,,said,"に"
,,said,"そう"
,,said,"らしい"
,,said,"こと"
,,said,"の"
,,said,"言っ"
,,said,"し"
,,said,"という"
,,said,"と"
,,said,"ば"
,,said,"いる"
,,said,"語っ"
,,said,"グレック"
,,said,"話し"
,,said,"言う"
,,said,"gregg"
,,said,"だ"
,,said,"言わ"
,,said,"た"
,,said,"グレッグ"
,,said,"い"
,,said,"発言"
,,said,"よれ"
,,said,"ます"
,,said,"です"
,,said,"話"
,,said,"語る"
,,said,"が"
,,said,"証言"
,,said,"述べ"
,,said,"警察官"
,,said,"て"
,,said,"よる"
,,said,"で"
,,around,"周り"
,,around,"病院"
,,around,"ごろ"
,,around,"に"
,,around,"後ろ向き"
,,around,"周辺"
,,around,"あたり"
,,around,"内"
,,around,"の"
,,around,"回っ"
,,around,"囲わ"
,,around,"各国"
,,around,"界隈"
,,around,"内外"
,,around,"は"
,,around,"て"
,,around,"中"
,,around,"側"
,,around,"で"
,,strangely,"怪しげ"
,,strangely,"た"
,,strangely,"不審"
,,strangely,"不自然"
,,strangely,"勤務"
,,strangely,"な"
,,strangely,"見"
,,strangely,"だっ"
,,strangely,"られ"
,,strangely,"に"
,,strangely,"周辺"
,,strangely,"おかしな"
,,strangely,"奇妙"
,,strangely,"異常"
,,strangely,"内"
,,strangely,"点"
,,strangely,"妙"
,,strangely,"が"
,,strangely,"不可解"
,,strangely,"中"
,,strangely,"で"
,,staff,"職員"
,,staff,"たち"
,,staff,"者"
,,staff,"医療"
,,staff,"目撃"
,,staff,"軍曹"
,,staff,"病院"
,,staff,"が"
,,staff,"スタッフ"
,,staff,"は"
,,him,"彼"
,,him,"の"
,,him,"その"
,,him,"を"
,,him,"行い"
,,him,"た"
,,him,"リス"
,,him,"は"
,,him,"揺さぶる"
,,him,"行動"
,,him,"止め"
,,him,"おけ"
,,him,"ノ"
,,put,"を"
,,put,"いう"
,,put,"かけ"
,,put,"まし"
,,put,"終止符"
,,put,"に"
,,put,"打た"
,,put,"打ち"
,,put,"入れ"
,,put,"さらさ"
,,put,"こと"
,,put,"の"
,,put,"投入"
,,put,"挙げ"
,,put,"し"
,,put,"下し"
,,put,"と"
,,put,"れ"
,,put,"でき"
,,put,"は"
,,put,"かける"
,,put,"まとめる"
,,put,"まとめ"
,,put,"た"
,,put,"辱める"
,,put,"られ"
,,put,"打つ"
,,put,"ます"
,,put,"です"
,,put,"入れる"
,,put,"が"
,,put,"わけ"
,,put,"置い"
,,put,"繋げ"
,,put,"なかっ"
,,put,"つない"
,,put,"つなげ"
,,put,"セット"
,,put,"打っ"
,,put,"なり"
,,working,"者"
,,working,"を"
,,working,"接する"
,,working,"連携"
,,working,"実施"
,,working,"作業"
,,working,"勤め"
,,working,"に"
,,working,"する"
,,working,"介護"
,,working,"協業"
,,working,"こと"
,,working,"の"
,,working,"に対する"
,,working,"看護"
,,working,"協調"
,,working,"動い"
,,working,"仕事"
,,working,"が"
,,working,"働き"
,,working,"動作"
,,working,"必至"
,,working,"世話"
,,working,"と共に"
,,working,"働く"
,,working,"老人"
,,working,"組ん"
,,working,"働い"
,,working,"機能"
,,disliked,"だ"
,,disliked,"を"
,,disliked,"た"
,,disliked,"不快"
,,disliked,"あっ"
,,disliked,"さし"
,,disliked,"い"
,,disliked,"嫌っ"
,,disliked,"だっ"
,,disliked,"嫌気"
,,disliked,"に"
,,disliked,"毛嫌い"
,,disliked,"する"
,,disliked,"なっ"
,,disliked,"持っ"
,,disliked,"感"
,,disliked,"嫌い"
,,disliked,"嫌悪"
,,disliked,"こと"
,,disliked,"いや"
,,disliked,"看護"
,,disliked,"し"
,,disliked,"が"
,,disliked,"おり"
,,disliked,"嫌"
,,disliked,"ため"
,,disliked,"嫌がっ"
,,disliked,"て"
,,disliked,"指し"
,,disliked,"不満"
,,disliked,"で"
,,was,"あり"
,,was,"いう"
,,was,"さ"
,,was,"を"
,,was,"まし"
,,was,"ある"
,,was,"に"
,,was,"動機"
,,was,"来"
,,was,"こと"
,,was,"の"
,,was,"と"
,,was,"れ"
,,was,"は"
,,was,"でし"
,,was,"だ"
,,was,"た"
,,was,"あっ"
,,was,"い"
,,was,"だっ"
,,was,"られ"
,,was,"ます"
,,was,"なっ"
,,was,"です"
,,was,"受け"
,,was,"が"
,,was,"なかっ"
,,was,"ため"
,,was,"て"
,,was,"から"
,,was,"で"
,,weak,"弱い"
,,weak,"疾患"
,,weak,"弱く"
,,weak,"た"
,,weak,"無力"
,,weak,"な"
,,weak,"弱っ"
,,weak,"高齢"
,,weak,"老衰"
,,weak,"身体"
,,weak,"虚弱"
,,weak,"か"
,,weak,"の"
,,weak,"体"
,,weak,"し"
,,weak,"か弱い"
,,weak,"で"
,,were,"弱い"
,,were,"の"
,,were,"老"
,,were,"あり"
,,were,"た"
,,were,"あっ"
,,were,"女性"
,,were,"が"
,,were,"い"
,,were,"だっ"
,,were,"は"
,,were,"でし"
,,were,"て"
,,were,"婦人"
,,were,"で"
,,receive,"を"
,,receive,"さ"
,,receive,"受信"
,,receive,"せ"
,,receive,"受け取る"
,,receive,"なく"
,,receive,"受ける"
,,receive,"受け取ら"
,,receive,"は"
,,receive,"て"
,,receive,"受け"
,,salary,"給与"
,,salary,"の"
,,salary,"賃金"
,,salary,"価格"
,,salary,"給料"
,,salary,"が"
,,salary,"報酬"
,,salary,"昇給"
,,salary,"費"
,,salary,"人件"
,,increases,"増加"
,,increases,"値上げ"
,,increases,"額"
,,increases,"率"
,,increases,"引き上げ"
,,increases,"恩恵"
,,increases,"に"
,,increases,"増大"
,,increases,"スピード"
,,increases,"する"
,,increases,"増し"
,,increases,"の"
,,increases,"高騰"
,,increases,"影響"
,,increases,"速度"
,,increases,"ペース"
,,increases,"が"
,,increases,"向上"
,,increases,"は"
,,increases,"上昇"
,,his,"彼"
,,his,"を"
,,his,"た"
,,his,"担当"
,,his,"に"
,,his,"ます"
,,his,"する"
,,his,"同氏"
,,his,"この"
,,his,"の"
,,his,"今回"
,,his,"これら"
,,his,"自ら"
,,his,"監督"
,,his,"が"
,,his,"スピルバーグ"
,,his,"れ"
,,his,"氏"
,,his,"は"
,,his,"自身"
,,his,"殺さ"
,,his,"から"
,,his,"同"
,,patients,"者"
,,patients,"人"
,,patients,"患者"
,,imprisoned,"に"
,,imprisoned,"投獄"
,,imprisoned,"入れ"
,,imprisoned,"収監"
,,imprisoned,"刑務所"
,,imprisoned,"監禁"
,,them,"彼"
,,them,"たち"
,,them,"被害"
,,them,"彼ら"
,,them,"それら"
,,them,"者"
,,them,"を"
,,them,"患者"
,,them,"彼女"
,,them,"真っ向"
,,them,"に"
,,them,"は"
,,them,"等"
,,them,"犠牲"
,,them,"それ"
,,them,"ら"
,,giving,"発し"
,,giving,"を"
,,giving,"与える"
,,giving,"与え"
,,giving,"し"
,,giving,"こと"
,,only,"制"
,,only,"しか"
,,only,"スタッフ"
,,only,"に"
,,only,"ない"
,,only,"やっ"
,,only,"ようやく"
,,only,"やっと"
,,only,"とどめる"
,,only,"の"
,,only,"わずか"
,,only,"かも"
,,only,"唯一"
,,only,"が"
,,only,"隙"
,,only,"と"
,,only,"だけ"
,,only,"しれ"
,,only,"ところ"
,,only,"のみ"
,,only,"初めて"
,,only,"で"
,,victims,"彼"
,,victims,"の"
,,victims,"たち"
,,victims,"被害"
,,victims,"者"
,,victims,"は"
,,victims,"犠牲"
,,all,"それぞれ"
,,all,"それら"
,,all,"全く"
,,all,"すべて"
,,all,"各"
,,all,"全員"
,,all,"達"
,,all,"合計"
,,all,"の"
,,all,"つつ"
,,all,"とりわけ"
,,all,"全体"
,,all,"ばかり"
,,all,"全部"
,,all,"一切"
,,all,"が"
,,all,"各国"
,,all,"一"
,,all,"だけ"
,,all,"は"
,,all,"皆"
,,all,"全て"
,,old,"昔"
,,old,"年寄り"
,,old,"歳"
,,old,"年上"
,,old,"た"
,,old,"老い"
,,old,"ある"
,,old,"弱っ"
,,old,"高齢"
,,old,"老衰"
,,old,"老齢"
,,old,"古い"
,,old,"の"
,,old,"老"
,,old,"年老い"
,,old,"古代"
,,old,"年配"
,,old,"老人"
,,old,"老女"
,,old,"で"
,,subsistence,"の"
,,subsistence,"生存"
,,subsistence,"自給"
,,subsistence,"社会"
,,subsistence,"構成"
,,subsistence,"生活"
,,subsistence,"生かせる"
,,subsistence,"自給自足"
,,systems,"の"
,,systems,"装置"
,,systems,"により"
,,systems,"を"
,,systems,"持つ"
,,systems,"なら"
,,systems,"システム"
,,systems,"種族"
,,systems,"生活"
,,systems,"場合"
,,systems,"制度"
,,systems,"星系"
,,systems,"は"
,,systems,"において"
,,systems,"制"
,,systems,"で"
,,hierarchical,"ヒエラルキー"
,,hierarchical,"階級"
,,or,"もしくは"
,,or,"たり"
,,or,"あるいは"
,,or,"も"
,,or,"および"
,,or,"または"
,,or,"また"
,,or,"か"
,,or,"か国"
,,or,"など"
,,or,"及び"
,,or,"と"
,,or,"や"
,,cut,"抑える"
